Timestamp,Mean_PSD_dB,SNR_dB,PU_Present
1763457251.807411,-21.560662798495155,12.048682235944124,1
1763457251.8114102,-21.658488680001444,12.296327134086045,1
1763457251.8438327,-17.906181629191863,9.264775604438928,1
1763457251.8767653,-13.136350068162267,7.558240995363457,0
1763457251.9077604,-1.5881520741198731,6.482043989416696,0
1763457252.1825812,-2.53207325454555,6.793768739680603,0
1763457252.1825812,-21.704986650799288,12.496523369617389,1
1763457252.1897218,-21.49094387951232,11.426700755925271,1
1763457252.1897218,-22.767094219410314,11.418320673781206,1
1763457252.196722,-21.024544971640427,11.004427771930285,1
1763457252.404259,-17.11943183649444,10.984730196218415,1
1763457252.404259,-20.610923481262308,11.628625320322765,1
1763457252.404259,-20.994149867241855,11.786667095442798,1
1763457252.404259,-20.364525500012693,10.84002259249938,1
1763457252.420076,-20.586695465775858,11.513031289231098,1
1763457252.6409636,-20.33468681884132,10.970796823282281,1
1763457252.6409636,-19.650993473686153,9.951573718625855,1
1763457252.6409636,-20.048256094771514,10.511786369119903,1
1763457252.6409636,-20.01605211684759,11.03016723624054,1
1763457252.6409636,-19.727264914779425,10.448187676430152,1
1763457252.8628285,-20.765807888057942,11.134407056753275,1
1763457252.8628285,-7.359483939423221,7.9031762784184405,0
1763457252.8628285,-8.16193431988406,9.036862041807057,1
1763457252.8628285,-21.917431633389793,11.700340265473546,1
1763457252.878946,-22.50424194543633,12.186270263592288,1
1763457253.1006894,-23.438335372810297,11.291609604344199,1
1763457253.1006894,-22.609257584463403,11.834280889316762,1
1763457253.1006894,-22.016143862340112,9.68328275708356,1
1763457253.1006894,-22.150117041120456,10.303498874148733,1
1763457253.1167674,-15.47173860043155,7.9014910001938325,0
1763457253.322102,-22.255038752402154,11.592429827987385,1
1763457253.322102,-21.0642773224894,10.096846834136937,1
1763457253.3378549,-21.425229331064028,11.940233757148004,1
1763457253.3378549,-21.88328939837645,11.205177522256268,1
1763457253.3378549,-20.72187082285469,10.922093293817746,1
1763457253.5597875,-20.517006144941174,9.774498300275223,1
1763457253.5597875,-20.81318646429108,11.945146222752534,1
1763457253.5597875,-6.145413239601219,8.00252785234444,1
1763457253.5597875,-11.223257346857233,8.745547091626934,1
1763457253.575558,-9.730149813616377,8.228344008523505,1
1763457253.7901855,-20.853072999808603,11.405092228101715,1
1763457253.7911854,-21.187123532907645,10.954320974602165,1
1763457253.7971854,-21.154879269171175,12.733450447112808,1
1763457253.7981856,-24.097990299958184,7.8292485806654994,0
1763457253.8041854,-20.513041331813184,10.353065662795341,1
