Timestamp,Mean_PSD_dB,SNR_dB,PU_Present
1763455647.938967,-15.214185766997266,11.26125790589572,1
1763455647.9459653,-15.713631199593564,10.670021238292343,1
1763455647.978246,-15.690558038075054,11.96268678896022,1
1763455648.010245,-14.919612609464595,12.216485876464949,1
1763455648.042434,-15.072445466660119,12.816593603994525,1
1763455648.4082518,-14.852475693798569,12.484860967093473,1
1763455648.4082518,-6.3531375185244885,9.29475423740001,1
1763455648.4146655,-8.177810486279869,9.206406097871744,1
1763455648.415668,-12.457720143330649,10.55705861824441,1
1763455648.4226654,-13.71128008174202,12.418792601693385,1
1763455648.7233891,-13.847029668555203,11.128108449429375,1
1763455648.7253926,-11.149971966244356,11.044222859011699,1
1763455648.7292027,-13.513232701180085,11.552227738281827,1
1763455648.7292027,-12.241845299679225,11.102966758053602,1
1763455648.7292027,-13.304419928774758,11.325379818928225,1
1763455649.056061,-13.902055818737379,10.898794517284847,1
1763455649.0570543,-6.694770644863399,8.469464068586099,1
1763455649.0630536,-14.884181402264323,12.208365725713834,1
1763455649.0640535,-11.911753487754867,9.423321255992905,1
1763455649.0700533,-14.711172588207853,12.356771301302496,1
1763455649.4016662,-13.780671030811746,12.592487420887714,1
1763455649.4016662,-13.441381151419108,12.156321249224124,1
1763455649.407857,-11.534392028356715,12.881954856516247,1
1763455649.4088597,-11.24708981705247,12.685618838267882,1
1763455649.4148567,-11.208901320329213,11.957073815977571,1
1763455649.7382374,-12.940393691105285,12.14371901943294,1
1763455649.7382374,-12.096120179244314,10.862142214790216,1
1763455649.745345,-14.032875429917148,11.076153548733618,1
1763455649.745345,-13.304228792401076,11.46622117329542,1
1763455649.7526128,-14.675422210363854,11.369114419390135,1
1763455650.0540667,-7.670601871432313,8.081395303988284,1
1763455650.0540667,-7.481668022183868,7.230211221425758,0
1763455650.0697205,-16.435887213774787,12.12259848949353,1
1763455650.0697205,-16.80320302460718,10.468701058407692,1
1763455650.0697205,-16.42305255959401,11.173388897251069,1
1763455650.3683767,-17.323141526912156,10.95793855541583,1
1763455650.3683767,-5.843833135099103,7.864874822888152,0
1763455650.3841822,-7.386217914229065,8.195617129386562,1
1763455650.3841822,-15.228688861938165,12.868874428962814,1
1763455650.3841822,-16.13023887460503,11.1747720236588,1
1763455650.6962006,-16.85441726849457,11.3102278642578,1
1763455650.6962006,-16.104975461958873,12.381333285717048,1
1763455650.699871,-15.857517743072577,11.846659090853422,1
1763455650.699871,-15.646403729570098,12.490521696969934,1
1763455650.699871,-15.963213192317715,12.400402163065353,1
1763455651.0021963,-16.574350934197174,12.0005837991251,1
1763455651.0021963,-17.681418081504443,10.957977032561306,1
1763455651.0021963,-18.46964540465166,11.327665886778224,1
1763455651.0021963,-10.222474577325011,8.91362370015604,1
1763455651.0178547,-16.34156937187746,12.27695054443733,1
1763455651.3252406,-16.64790641511611,10.837373554113196,1
1763455651.326984,-16.276472806739875,13.024516401555715,1
1763455651.3329024,-17.766593099560236,11.088400238334835,1
1763455651.3329024,-9.527461612741337,8.556168860538424,1
1763455651.3329024,-6.360762333644542,8.411283056038993,1
1763455651.655548,-17.94121855016308,11.197156235284933,1
1763455651.6565492,-16.923313580308918,12.745834171293492,1
1763455651.6636305,-16.513095193252358,12.110658257323202,1
1763455651.6636305,-16.52530002080037,11.851087449091718,1
1763455651.6706321,-16.07527629324575,12.22536145982092,1
1763455651.9963508,-10.396751781089387,10.041806153550526,1
1763455651.9973552,-18.735851145307773,13.569032220940247,1
1763455652.0029285,-16.402719620684895,10.354089367533756,1
1763455652.0039284,-18.322828157782116,11.56152594895116,1
1763455652.0119295,-16.64170343544176,12.135276368301252,1
1763455652.3390791,-16.79323478825924,11.957199577119745,1
1763455652.34008,-15.476581443208227,11.459835648854261,1
1763455652.3460805,-16.807485802377975,9.64126355481811,1
1763455652.3470795,-15.368026627390904,12.211714598612446,1
1763455652.3538935,-17.02237685489261,11.270560323058252,1
1763455652.664417,-16.606580845812402,10.130676294160452,1
1763455652.664417,-16.14600649674373,11.702418571842731,1
1763455652.664417,-16.542739419371415,12.788801018836189,1
1763455652.664417,-16.206829914950145,11.206529152971498,1
1763455652.664417,-16.56937928550324,12.101089868783404,1
1763455652.9662335,-16.708202171270276,12.917999691988335,1
1763455652.9662335,-18.294998572978688,12.083873251608651,1
1763455652.9662335,-17.877653712816876,14.52436254251722,1
1763455652.981888,-19.29733782253453,12.410129955371247,1
1763455652.981888,-17.708506750731775,11.749891555108256,1
1763455653.2836902,-18.284506730254055,12.310551325567264,1
1763455653.2836902,-16.641055556792907,10.927650593976537,1
1763455653.2836902,-18.150175396538348,13.160272362758572,1
1763455653.299349,-17.608358646811297,11.01639405471106,1
1763455653.299349,-18.24702719478715,11.86484585737604,1
1763455653.5838034,-18.09138891633072,10.95620857178072,1
1763455653.5838034,-15.199535420912751,14.053195750589962,1
1763455653.5994613,-15.953400670501507,10.861812348198908,1
1763455653.5994613,-15.5223037667754,12.463783148617049,1
1763455653.5994613,-16.72038629778724,11.639769518721359,1
1763455653.901025,-16.967921733419235,12.10053223393404,1
1763455653.901025,-16.642324094114766,11.675408880530444,1
1763455653.901025,-16.118516231320292,11.520188512183374,1
1763455653.901025,-16.492576911268486,12.265083675548695,1
1763455653.915274,-16.69880727222231,11.26130581197706,1
1763455654.1988957,-20.754072367983067,11.40026155323432,1
1763455654.1988957,-15.569980175429693,12.244168632584346,1
1763455654.2145736,-15.832974713446442,13.448672653178038,1
1763455654.2145736,-15.670670142142027,11.283862253083898,1
1763455654.2145736,-15.824456285378176,12.303645189505392,1
1763455654.5156384,-17.97554848013407,12.297295284069328,1
1763455654.5156384,-17.47910666259844,9.867835825936233,1
1763455654.5156384,-17.960094517450646,11.358990132852156,1
1763455654.5156384,-18.574789710839692,11.094173047008091,1
1763455654.53325,-14.780130236220467,8.867773456267534,1
1763455654.8366876,-12.710089080024707,8.203489454803675,1
1763455654.8366876,-15.061017179781183,12.622347158606042,1
1763455654.8366876,-14.941187124004337,13.003216085715437,1
1763455654.8366876,-14.666470759124813,12.392392944599866,1
1763455654.8466916,-14.246188467990871,12.71609241066661,1
1763455655.1530313,-13.394894592638929,12.341366849903485,1
1763455655.1530313,-10.729322055171892,8.101053241838496,1
1763455655.1530313,-12.189184400546829,9.597564400541128,1
1763455655.1530313,-11.063291385468574,8.336232867488114,1
1763455655.1530313,-11.480793239136977,9.094802843975957,1
1763455655.4878838,-11.143372203281524,8.92921546941343,1
1763455655.4888864,-16.033447024391766,12.00796789077486,1
1763455655.495522,-12.181812285449945,7.528856128000752,0
1763455655.495522,-15.873735425716612,12.8096963307964,1
1763455655.5025773,-12.08949474739037,8.225474393586657,1
1763455655.8266284,-13.573196311223208,9.448930778760955,1
1763455655.8276784,-15.40381994264992,10.808422664013166,1
1763455655.8336535,-15.092295764047256,11.18993324687345,1
1763455655.8336535,-15.15323660644919,11.786370925743212,1
1763455655.8416548,-15.325013652832366,10.567036961166702,1
1763455656.156384,-15.197887146620756,10.82638687724535,1
1763455656.157386,-15.555837454767193,10.734114269404703,1
1763455656.1633844,-16.13349646470071,11.10841410973432,1
1763455656.1633844,-15.9148849906978,12.454120216111683,1
1763455656.1706464,-16.265126776498736,10.83707594249547,1
1763455656.5586224,-8.013384603557759,10.310261706079972,1
1763455656.5586224,-6.01537711409939,8.487046622966034,1
1763455656.568046,-12.674941516477666,9.303934783082813,1
1763455656.568046,-6.842609609431164,6.054859893910785,0
1763455656.568046,-15.483405619482902,11.833001173902154,1
